GlobalID,InfraYear,Region,Province,Municipality,ImplementingOffice,ProjectID,ProjectDescription,ProjectComponentID,ProjectComponentDescription,Program,TypeofWork,infra_type,Longitude,Latitude,ContractID,ABC,ContractCost,CompletionDateOriginal,CompletionYear,Contractor,ObjectId,CreationDate,Creator,EditDate,Editor,FundingYear,LegislativeDistrict,DistrictEngineeringOffice,ABC_String,ContractCost_String,CompletionDateActual,StartDate,type,slug,_geo
1f24f046-21bc-41da-934c-6c15beed6275,2024,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00835858MN,"Construction of Flood Mitigation Structure along Tumaga River (Sta. Maria Section), Barangay Santa Maria, Zamboanga City",P00835858MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure along Tumaga River (Sta. Maria Section), Barangay Santa Maria, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,122.076523,6.936732,24JA0071,17640000,17633690.21,1.73102E+12,2024,RME CONSTRUCTION AND ENTERPRISES,5509,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2024,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,17640000,17633690.21,21/10/2024,03/22/2024,flood_control,construction-of-flood-mitigation-structure-along-tumaga-river-sta-maria-section-barangay-santa-maria-zamboanga-city-24ja0071,[object Object]
334a9b84-77a7-4d7a-9fe7-d68116013c99,2018,Region IX,ZAMBOANGA DEL SUR,,Region IX,P00223199MN,"Flood Control for Urban Core and Central District of Zamboanga City to include Pumping Station and RROW, Zamboanga City (Package II)",P00223199MN-CW1,"Construction of Flood Mitigation Structure - Flood Control for Urban Core and Central District of Zamboanga City to include Pumping Station and RROW, Zamboanga City (Package II)",,Construction of Flood Mitigation Structure,Flood Control Structures,122.07903,6.92144,18J00009,202409605.5,198360500,1.70027E+12,2023,"SUNWEST, INC. (FORMERLY: SUNWEST CONSTRUCTION & DEVELOPMENT CORPORATION) / BENDIMIL CONSTRUCTION & DEVELOPMENT CORP.",5511,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2018,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,202409605.5,198360500,19/11/2023,10/11/2018,flood_control,flood-control-for-urban-core-and-central-district-of-zamboanga-city-to-include-pumping-station-and-rrow-zamboanga-city-package-ii-18j00009,[object Object]
56bd991d-bc55-432e-b0cd-50c39840f078,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00721356MN,"Construction of Flood Control Structure at Maasin Creek, Zamboanga City",P00721356MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Maasin Creek, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.983267,6.954923,23JA0015,39200000,39189522.49,1.70364E+12,2023,BENRAM CONSTRUCTION / ALLROCK CONSTRUCTION,5550,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,39200000,39189522.49,23/10/2023,04/21/2023,flood_control,construction-of-flood-control-structure-at-maasin-creek-zamboanga-city-23ja0015,[object Object]
c58b546c-5b7e-42c1-a6ab-510c3153772a,2021,Region IX,ZAMBOANGA DEL SUR,,Zamboanga City 2nd District Engineering Office,P00522141MN,"Construction of Shoreline Protection, Limpapa Section, Zamboanga City",P00522141MN-CW1,"Construction of Flood Mitigation Structure - Construction of Shoreline Protection, Limpapa Section, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.903992,7.133193,21JA0017,46060000,39544872.43,1.66415E+12,2022,JAMARI CONSTRUCTION (FORMERLY FRAE CONSTRUCTION),5677,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2021,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,46060000,39544872.43,25/08/2022,06/15/2021,flood_control,construction-of-shoreline-protection-limpapa-section-zamboanga-city-21ja0017,[object Object]
e3c93c8d-2ecb-4182-8c5e-58eabfd310a3,2021,Region IX,ZAMBOANGA DEL SUR,,Zamboanga City 2nd District Engineering Office,P00522041MN,"Construction of Flood Control Structure at Latap River, Zamboanga City",P00522041MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Latap River, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.904225,7.123125833,21JA0122,77200000,75410486.7,1.65914E+12,2022,RCDG CONSTRUCTION CORPORATION,5683,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2021,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,77200000,75410486.7,29/07/2022,07/05/2021,flood_control,construction-of-flood-control-structure-at-latap-river-zamboanga-city-21ja0122,[object Object]
b4ca6364-421d-4ffe-8a30-63cadabe5a8b,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00721593MN,"Construction of Flood Control Structure at Sinunuc Creek, Zamboanga City",P00721593MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Sinunuc Creek, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,122.0045462,6.943884024,23JA0016,19600000,19550054.94,1.69517E+12,2023,HENSO CONSTRUCTION INC.,5691,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,19600000,19550054.94,22/08/2023,03/16/2023,flood_control,construction-of-flood-control-structure-at-sinunuc-creek-zamboanga-city-23ja0016,[object Object]
ae9f4393-b5f8-4ff0-ad68-85ca10c22e1a,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00734016MN,"Construction of Flood Mitigation Structure, Barangay Labuan, Zamboanga City",P00734016MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure, Barangay Labuan, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9080556,7.101111111,23JA0067,29400000,29349867.01,1.70364E+12,2023,MOTHER'S ROLE CONSTRUCTION,5717,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,29400000,29349867.01,25/08/2023,04/24/2023,flood_control,construction-of-flood-mitigation-structure-barangay-labuan-zamboanga-city-23ja0067,[object Object]
4a213962-34e0-48a7-82ed-5ff8eabedb90,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00630565MN,"Construction of Slope Protection Structure, Sinunuc, Zamboanga City",P00630565MN-CW1,"Construction of Slope Protection Structure - Construction of Slope Protection Structure, Sinunuc, Zamboanga City",,Construction of Slope Protection Structure,Flood Control Structures,122.006869,6.937070834,22JA0021,19600000,19599660.32,1.67262E+12,2022,"TEDDIE CONSTRUCTION DEVELOPMENT, INC.",5735,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,19600000,19599660.32,21/12/2022,03/23/2022,flood_control,construction-of-slope-protection-structure-sinunuc-zamboanga-city-22ja0021,[object Object]
184405af-03d1-43f2-ab63-7b69970da910,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00631082MN,"Construction of Shore Protection at Busugan Section, Barangay Sinubong, Zamboanga City, Zamboanga del Sur",P00631082MN-CW1,"Construction of Flood Mitigation Structure - Construction of Shore Protection at Busugan Section, Barangay Sinubong, Zamboanga City, Zamboanga del Sur",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9129045,7.030719778,22JA0005,39195927.69,39549988.07,1.66588E+12,2022,LONG ISLAND BUILDERS & CONSTRUCTION,5746,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,39195927.69,39549988.07,17/10/2022,03/23/2022,flood_control,construction-of-shore-protection-at-busugan-section-barangay-sinubong-zamboanga-city-zamboanga-del-sur-22ja0005,[object Object]
fe09262f-774f-472d-9044-7c99049bd1ce,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00721358MN,"Construction of Flood Control Structure at Tinuba River Sinubong, Zamboanga City",P00721358MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Tinuba River Sinubong, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9186111,7.028333333,23JA0017,41160000,41109966.96,1.70744E+12,2023,JM2K CONSTRUCTION,5770,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,41160000,41109966.96,25/10/2023,02/16/2023,flood_control,construction-of-flood-control-structure-at-tinuba-river-sinubong-zamboanga-city-23ja0017,[object Object]
7afcc09a-8048-418b-b5f0-acc98824314a,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00620110MN,"Construction of Zamboanga Economic Zone Seafront, San Ramon Shoreline Protection, San Ramon, Zamboanga City",P00620110MN-CW1,"Construction of Flood Mitigation Structure - Construction of Zamboanga Economic Zone Seafront, San Ramon Shoreline Protection, San Ramon, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9202567,7.001103333,22JA0011,24499642.36,19071820.96,1.66951E+12,2022,YN BUILDERS AND SUPPLY,5785,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,24499642.36,19071820.96,28/11/2022,02/28/2022,flood_control,construction-of-zamboanga-economic-zone-seafront-san-ramon-shoreline-protection-san-ramon-zamboanga-city-22ja0011,[object Object]
b6a6bc0e-314f-42d3-8f5e-535138ea32c7,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00721354MN,"Construction of Flood Control Structure at Busugan River, Sinubong, Zamboanga City",P00721354MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control Structure at Busugan River, Sinubong, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9202778,7.034166667,23JA0014,29285877.45,29218092.67,1.7032E+12,2023,WENKON CONSTRUCTION SERVICES,5787,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,29285877.45,29218092.67,15/11/2023,02/16/2023,flood_control,construction-of-flood-control-structure-at-busugan-river-sinubong-zamboanga-city-23ja0014,[object Object]
ae5037a7-4f6a-41a5-aee1-e24b4ed49c08,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00732469MN,"Construction of Drainage System, Barangay Sinunuc, Zamboanga City, Zamboanga del Sur",P00732469MN-CW1,"Construction of Drainage Structure - Construction of Drainage System, Barangay Sinunuc, Zamboanga City, Zamboanga del Sur",,Construction of Drainage Structure,Flood Control Structures,122.0089538,6.929560917,23JA0038,4900000,4879296.3,1.69543E+12,2023,RME CONSTRUCTION AND ENTERPRISES,5793,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,4900000,4879296.3,24/08/2023,03/23/2023,flood_control,construction-of-drainage-system-barangay-sinunuc-zamboanga-city-zamboanga-del-sur-23ja0038,[object Object]
c5e444a3-91e7-4d2f-9950-28fa4895d70a,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00620109MN,"Construction of Shoreline Protection at Sinunuc Section, Zamboanga City",P00620109MN-CW1,"Construction of Flood Mitigation Structure - Construction of Shoreline Protection at Sinunuc Section, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,122.009436,6.929306,22JA0017,39581710,39253426.63,1.67201E+12,2022,BENRAM CONSTRUCTION,5814,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,39581710,39253426.63,12/12/2022,02/23/2022,flood_control,construction-of-shoreline-protection-at-sinunuc-section-zamboanga-city-22ja0017,[object Object]
c5c19e28-41cd-449c-83e1-e3206cffd74f,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00631081MN,"Construction of Flood Control at Saaz River, San Ramon, Zamboanga City, Zamboanga del Sur",P00631081MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Control at Saaz River, San Ramon, Zamboanga City, Zamboanga del Sur",,Construction of Flood Mitigation Structure,Flood Control Structures,121.93556,7.003611,22JA0004,49000000,49482639.74,1.67962E+12,2023,JM2K CONSTRUCTION,5885,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,49000000,49482639.74,25/03/2023,03/21/2022,flood_control,construction-of-flood-control-at-saaz-river-san-ramon-zamboanga-city-zamboanga-del-sur-22ja0004,[object Object]
25457575-d6e5-4cea-b262-0b4293907796,2023,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00734014MN,"Construction of Flood Mitigation Structure, Barangay Talisayan, Zamboanga City",P00734014MN-CW1,"Construction of Flood Mitigation Structure - Construction of Flood Mitigation Structure, Barangay Talisayan, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9381347,6.971139907,23JA0068,29400000,29399535.35,1.70225E+12,2023,DANSBURG MACRO-BUILDERS INC.,5926,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2023,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,29400000,29399535.35,12/12/2023,07/31/2023,flood_control,construction-of-flood-mitigation-structure-barangay-talisayan-zamboanga-city-23ja0068,[object Object]
b62a5216-20f3-4880-81fe-a9ec56d4ac07,2022,Region IX,ZAMBOANGA DEL SUR,ZAMBOANGA CITY (ZAMBOANGA DEL SUR),Zamboanga City 2nd District Engineering Office,P00620107MN,"Construction of Shoreline Protection at Ayala Section, Zamboanga City",P00620107MN-CW1,"Construction of Flood Mitigation Structure - Construction of Shoreline Protection at Ayala Section, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.9418083,6.962353333,22JA0009,39104996.18,33723565.84,1.67322E+12,2022,JAYKRIS ENTERPRISES & CONSTRUCTION (FORMERLY: JAYKRIS ENTERPRISES),5939,1.75427E+12,dpwh_view,1.7543E+12,dpwh_view,2022,ZAMBOANGA CITY (FIRST LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,39104996.18,33723565.84,23/12/2022,02/24/2022,flood_control,construction-of-shoreline-protection-at-ayala-section-zamboanga-city-22ja0009,[object Object]
fac68b82-14b3-4d3a-ab28-82612e7ada93,2021,Region IX,ZAMBOANGA DEL SUR,,Zamboanga City 2nd District Engineering Office,P00522142MN,"Construction of Shoreline Protection, San Ramon Section, Talisayan, Zamboanga City",P00522142MN-CW1,"Construction of Flood Mitigation Structure - Construction of Shoreline Protection, San Ramon Section, Talisayan, Zamboanga City",,Construction of Flood Mitigation Structure,Flood Control Structures,121.921057,6.997869,21JA0047,49000000,41992237.57,1662940800000,2022,MCGABRIEL CONSTRUCTION / AQUATERRA KONSTRUKT INC.,5791,1754268322388,dpwh_view,1754303523936,dpwh_view,2021,ZAMBOANGA CITY (SECOND LEGISLATIVE DISTRICT),Zamboanga City 2nd District Engineering Office,49000000,41992237.57,2022-09-13,06/15/2021,flood_control,construction-of-shoreline-protection-san-ramon-section-talisayan-zamboanga-city-21ja0047,[object Object]
